set_id,set_name,card_name,card_number,rarity,market_price,sell_price,profit,image_url
zsv10pt5,Black Bolt,Karrablast,94,Illustration Rare,9.1,12.99,3.21,https://images.pokemontcg.io/zsv10pt5/94_hires.png
zsv10pt5,Black Bolt,Darmanitan,98,Illustration Rare,7.88,10.99,2.49,https://images.pokemontcg.io/zsv10pt5/98_hires.png
zsv10pt5,Black Bolt,Volcarona,100,Illustration Rare,33.36,45.99,11.0,https://images.pokemontcg.io/zsv10pt5/100_hires.png
zsv10pt5,Black Bolt,Cubchoo,109,Illustration Rare,12.59,17.99,4.58,https://images.pokemontcg.io/zsv10pt5/109_hires.png
zsv10pt5,Black Bolt,Petilil,91,Illustration Rare,12.59,17.99,4.58,https://images.pokemontcg.io/zsv10pt5/91_hires.png
zsv10pt5,Black Bolt,Palpitoad,104,Illustration Rare,8.13,10.99,2.24,https://images.pokemontcg.io/zsv10pt5/104_hires.png
zsv10pt5,Black Bolt,Tirtouga,106,Illustration Rare,15.97,21.99,5.08,https://images.pokemontcg.io/zsv10pt5/106_hires.png
zsv10pt5,Black Bolt,Foongus,95,Illustration Rare,11.73,15.99,3.5,https://images.pokemontcg.io/zsv10pt5/95_hires.png
zsv10pt5,Black Bolt,Pansage,89,Illustration Rare,10.12,13.99,3.16,https://images.pokemontcg.io/zsv10pt5/89_hires.png
zsv10pt5,Black Bolt,Carracosta,107,Illustration Rare,7.89,10.99,2.48,https://images.pokemontcg.io/zsv10pt5/107_hires.png
zsv10pt5,Black Bolt,Munna,116,Illustration Rare,10.87,14.99,3.39,https://images.pokemontcg.io/zsv10pt5/116_hires.png
zsv10pt5,Black Bolt,Tympole,103,Illustration Rare,8.87,11.99,2.47,https://images.pokemontcg.io/zsv10pt5/103_hires.png
zsv10pt5,Black Bolt,Cryogonal,111,Illustration Rare,5.96,8.99,2.47,https://images.pokemontcg.io/zsv10pt5/111_hires.png
zsv10pt5,Black Bolt,Solosis,118,Illustration Rare,24.67,33.99,8.03,https://images.pokemontcg.io/zsv10pt5/118_hires.png
zsv10pt5,Black Bolt,Beheeyem,121,Illustration Rare,5.16,6.99,1.33,https://images.pokemontcg.io/zsv10pt5/121_hires.png
zsv10pt5,Black Bolt,Golett,122,Illustration Rare,5.63,7.99,1.83,https://images.pokemontcg.io/zsv10pt5/122_hires.png
zsv10pt5,Black Bolt,Duosion,119,Illustration Rare,11.07,14.99,3.19,https://images.pokemontcg.io/zsv10pt5/119_hires.png
zsv10pt5,Black Bolt,Elgyem,120,Illustration Rare,7.8,10.99,2.57,https://images.pokemontcg.io/zsv10pt5/120_hires.png
zsv10pt5,Black Bolt,Drilbur,124,Illustration Rare,5.6,7.99,1.86,https://images.pokemontcg.io/zsv10pt5/124_hires.png
zsv10pt5,Black Bolt,Gurdurr,126,Illustration Rare,6.01,8.99,2.42,https://images.pokemontcg.io/zsv10pt5/126_hires.png
zsv10pt5,Black Bolt,Golurk,123,Illustration Rare,7.32,9.99,2.08,https://images.pokemontcg.io/zsv10pt5/123_hires.png
zsv10pt5,Black Bolt,Timburr,125,Illustration Rare,10.03,13.99,3.25,https://images.pokemontcg.io/zsv10pt5/125_hires.png
zsv10pt5,Black Bolt,Conkeldurr,127,Illustration Rare,21.52,29.99,7.3,https://images.pokemontcg.io/zsv10pt5/127_hires.png
zsv10pt5,Black Bolt,Throh,128,Illustration Rare,5.14,6.99,1.35,https://images.pokemontcg.io/zsv10pt5/128_hires.png
zsv10pt5,Black Bolt,Dwebble,129,Illustration Rare,26.24,35.99,8.41,https://images.pokemontcg.io/zsv10pt5/129_hires.png
zsv10pt5,Black Bolt,Crustle,130,Illustration Rare,4.67,6.99,1.82,https://images.pokemontcg.io/zsv10pt5/130_hires.png
zsv10pt5,Black Bolt,Venipede,132,Illustration Rare,6.58,8.99,1.85,https://images.pokemontcg.io/zsv10pt5/132_hires.png
zsv10pt5,Black Bolt,Scolipede,134,Illustration Rare,21.65,29.99,7.17,https://images.pokemontcg.io/zsv10pt5/134_hires.png
zsv10pt5,Black Bolt,Sandile,135,Illustration Rare,9.18,12.99,3.13,https://images.pokemontcg.io/zsv10pt5/135_hires.png
zsv10pt5,Black Bolt,Landorus,131,Illustration Rare,20.17,27.99,6.71,https://images.pokemontcg.io/zsv10pt5/131_hires.png
zsv10pt5,Black Bolt,Whirlipede,133,Illustration Rare,5.93,8.99,2.5,https://images.pokemontcg.io/zsv10pt5/133_hires.png
zsv10pt5,Black Bolt,Krokorok,136,Illustration Rare,6.72,9.99,2.68,https://images.pokemontcg.io/zsv10pt5/136_hires.png
zsv10pt5,Black Bolt,Escavalier,138,Illustration Rare,13.88,18.99,4.26,https://images.pokemontcg.io/zsv10pt5/138_hires.png
zsv10pt5,Black Bolt,Bisharp,143,Illustration Rare,7.83,10.99,2.54,https://images.pokemontcg.io/zsv10pt5/143_hires.png
zsv10pt5,Black Bolt,Pidove,148,Illustration Rare,17.54,23.99,5.45,https://images.pokemontcg.io/zsv10pt5/148_hires.png
zsv10pt5,Black Bolt,Serperior ex,156,Ultra Rare,1.21,1.99,0.42,https://images.pokemontcg.io/zsv10pt5/156_hires.png
zsv10pt5,Black Bolt,Krookodile,137,Illustration Rare,39.21,52.99,11.94,https://images.pokemontcg.io/zsv10pt5/137_hires.png
zsv10pt5,Black Bolt,Cobalion,144,Illustration Rare,19.86,26.99,6.05,https://images.pokemontcg.io/zsv10pt5/144_hires.png
zsv10pt5,Black Bolt,Haxorus,147,Illustration Rare,52.09,70.99,16.54,https://images.pokemontcg.io/zsv10pt5/147_hires.png
zsv10pt5,Black Bolt,Tranquill,149,Illustration Rare,5.11,6.99,1.38,https://images.pokemontcg.io/zsv10pt5/149_hires.png
zsv10pt5,Black Bolt,Klink,139,Illustration Rare,5.14,6.99,1.35,https://images.pokemontcg.io/zsv10pt5/139_hires.png
zsv10pt5,Black Bolt,Klinklang,141,Illustration Rare,20.84,28.99,7.01,https://images.pokemontcg.io/zsv10pt5/141_hires.png
zsv10pt5,Black Bolt,Axew,145,Illustration Rare,12.2,16.99,4.0,https://images.pokemontcg.io/zsv10pt5/145_hires.png
zsv10pt5,Black Bolt,Fraxure,146,Illustration Rare,19.06,25.99,5.88,https://images.pokemontcg.io/zsv10pt5/146_hires.png
zsv10pt5,Black Bolt,Unfezant,150,Illustration Rare,16.28,21.99,4.77,https://images.pokemontcg.io/zsv10pt5/150_hires.png
zsv10pt5,Black Bolt,Cinccino,153,Illustration Rare,13.29,17.99,3.88,https://images.pokemontcg.io/zsv10pt5/153_hires.png
zsv10pt5,Black Bolt,Minccino,152,Illustration Rare,13.41,18.99,4.73,https://images.pokemontcg.io/zsv10pt5/152_hires.png
zsv10pt5,Black Bolt,Rufflet,154,Illustration Rare,5.81,7.99,1.65,https://images.pokemontcg.io/zsv10pt5/154_hires.png
zsv10pt5,Black Bolt,Braviary,155,Illustration Rare,6.72,9.99,2.68,https://images.pokemontcg.io/zsv10pt5/155_hires.png
zsv10pt5,Black Bolt,Kyurem ex,157,Ultra Rare,1.23,1.99,0.4,https://images.pokemontcg.io/zsv10pt5/157_hires.png
zsv10pt5,Black Bolt,Klang,140,Illustration Rare,4.62,6.99,1.87,https://images.pokemontcg.io/zsv10pt5/140_hires.png
zsv10pt5,Black Bolt,Pawniard,142,Illustration Rare,5.79,7.99,1.67,https://images.pokemontcg.io/zsv10pt5/142_hires.png
zsv10pt5,Black Bolt,Audino,151,Illustration Rare,21.13,28.99,6.72,https://images.pokemontcg.io/zsv10pt5/151_hires.png
zsv10pt5,Black Bolt,Meloetta ex,159,Ultra Rare,1.54,2.99,1.06,https://images.pokemontcg.io/zsv10pt5/159_hires.png
zsv10pt5,Black Bolt,Zekrom ex,158,Ultra Rare,3.42,4.99,1.13,https://images.pokemontcg.io/zsv10pt5/158_hires.png
zsv10pt5,Black Bolt,Fennel,162,Ultra Rare,1.38,1.99,0.25,https://images.pokemontcg.io/zsv10pt5/162_hires.png
zsv10pt5,Black Bolt,Genesect ex,161,Ultra Rare,1.47,1.99,0.16,https://images.pokemontcg.io/zsv10pt5/161_hires.png
zsv10pt5,Black Bolt,Kyurem ex,165,Special Illustration Rare,66.49,89.99,20.59,https://images.pokemontcg.io/zsv10pt5/165_hires.png
zsv10pt5,Black Bolt,N's Plan,163,Ultra Rare,3.5,4.99,1.05,https://images.pokemontcg.io/zsv10pt5/163_hires.png
zsv10pt5,Black Bolt,Serperior ex,164,Special Illustration Rare,43.67,58.99,13.31,https://images.pokemontcg.io/zsv10pt5/164_hires.png
zsv10pt5,Black Bolt,Excadrill ex,160,Ultra Rare,0.89,1.99,0.74,https://images.pokemontcg.io/zsv10pt5/160_hires.png
zsv10pt5,Black Bolt,Zekrom ex,166,Special Illustration Rare,203.95,275.99,63.74,https://images.pokemontcg.io/zsv10pt5/166_hires.png
zsv10pt5,Black Bolt,Meloetta ex,167,Special Illustration Rare,35.1,47.99,11.2,https://images.pokemontcg.io/zsv10pt5/167_hires.png
zsv10pt5,Black Bolt,Excadrill ex,168,Special Illustration Rare,18.38,24.99,5.59,https://images.pokemontcg.io/zsv10pt5/168_hires.png
zsv10pt5,Black Bolt,Genesect ex,169,Special Illustration Rare,41.27,55.99,12.8,https://images.pokemontcg.io/zsv10pt5/169_hires.png
zsv10pt5,Black Bolt,N's Plan,170,Special Illustration Rare,59.37,80.99,18.97,https://images.pokemontcg.io/zsv10pt5/170_hires.png
zsv10pt5,Black Bolt,Victini,171,Rare,444.28,599.99,138.01,https://images.pokemontcg.io/zsv10pt5/171_hires.png
